word,phonetic,pos,def,example,syn,ant,tags,premium,stub
Underplay,,adjective,Describing something related to: Exaggerate.,"In the ""Exaggerate"" word cluster, underplay helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Underscore,,word,A vocabulary term from the group: Emphasize.,"In the ""Emphasize"" word cluster, underscore helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Understanding,,word,A vocabulary term from the group: Agreement / harmony.,"In the ""Agreement / harmony"" word cluster, understanding helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Understate,,verb,To act in a way related to the idea of: Exaggerate.,"She underlined understate while reviewing the ""Exaggerate"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Unearth,,word,A vocabulary term from the group: Uncover a secret.,"She underlined unearth while reviewing the ""Uncover a secret"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Unfounded,,word,A vocabulary term from the group: Confirm / approve.,"In the ""Confirm / approve"" word cluster, unfounded helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Ungainly,,adjective,Feeling embarrassed or self-conscious.,"She underlined ungainly while reviewing the ""Awkward / clumsy"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Uniformity,,noun,"Similar in nature, quality, or appearance.","In the ""Being-alike"" word cluster, uniformity helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Unimpeachable,,adjective,Describing something related to: Immoral.,"In the ""Immoral"" word cluster, unimpeachable helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Unkempt,,word,A vocabulary term from the group: Careless / dirty.,The medicine did little to unkempt her anxiety before the exam.,,,GRE|GMAT|IELTS,false,false
Unpretentious,,adjective,Describing something related to: Show - off (−).,"She underlined unpretentious while reviewing the ""Show - off (−)"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Unqualified,,word,A vocabulary term from the group: Sure / certain / x conditional.,"She underlined unqualified while reviewing the ""Sure / certain / x conditional"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Unravel,,word,A vocabulary term from the group: Uncover a secret.,"She underlined unravel while reviewing the ""Uncover a secret"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Unremarkable,,adjective,Describing something related to: Ordinary / unoriginal (−).,"She underlined unremarkable while reviewing the ""Ordinary / unoriginal (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Unseemly,,adjective,Describing something related to: Improper / inapropriate behaviour.,"In the ""Improper / inapropriate behaviour"" word cluster, unseemly helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Unsightly,,adjective,Describing something related to: Horrifying / shocking.,"She underlined unsightly while reviewing the ""Horrifying / shocking"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Untenable,,adjective,Describing something related to: Proven to be right.,"In the ""Proven to be right"" word cluster, untenable helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Unwittingly,,adjective,Describing something related to: Unintentionally.,"In the ""Unintentionally"" word cluster, unwittingly helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Upbeat,,word,A vocabulary term from the group: Optimistic.,"She underlined upbeat while reviewing the ""Optimistic"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Upbraid,,word,Belonging to an earlier time; old or outdated.,Editorials began to upbraid the mayor for ignoring early warnings.,,,GRE|GMAT|IELTS,false,false
Upheaval,,adjective,Confused or bewildered.,"In the ""Chaos / confusion"" word cluster, upheaval helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Uproarious,,adjective,"Full of happiness, joy, or delight.",She felt uproarious when the scholarship letter finally arrived.,,,GRE|GMAT|IELTS,false,false
Urge,,word,A vocabulary term from the group: Persuade.,"She underlined urge while reviewing the ""Persuade"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Usurp,/juːˈzɜːp/,verb,Take a position of power illegally.,The team hoped the policy would usurp the problem over time.,"seize,commandeer","relinquish,surrender",GRE,true,false
Utilitarian,,word,A vocabulary term from the group: Practical / possible.,"In the ""Practical / possible"" word cluster, utilitarian helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Utopian,,word,A vocabulary term from the group: Idealistic.,"In the ""Idealistic"" word cluster, utopian helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Vacuous,/ˈvæk.ju.əs/,adjective,Having no content; empty.,The situation seemed vacuous to anyone who read the full report.,"empty,void","full,meaningful",GRE,true,false
Vainglorious,,adjective,Describing something related to: Overly proud (−).,"In the ""Overly proud (−)"" word cluster, vainglorious helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Valedictory,,adjective,Describing something related to: Farewell / to go away*.,"In the ""Farewell / to go away*"" word cluster, valedictory helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Validate,,verb,To act in a way related to the idea of: Confirm / approve.,"In the ""Confirm / approve"" word cluster, validate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Valor,,noun,Showing courage or bravery in the face of difficulty.,"In the ""Brave"" word cluster, valor helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Vanquish,,adjective,Given up or abandoned.,"She underlined vanquish while reviewing the ""To defeat / # surrender"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Vapid,,word,A vocabulary term from the group: Boring / dull.,"In the ""Boring / dull"" word cluster, vapid helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Variegate,,verb,To act in a way related to the idea of: Variety / varied.,"In the ""Variety / varied"" word cluster, variegate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Venerate,/ˈven.ər.eɪt/,verb,Regard with great respect.,Leaders met to decide how best to venerate the dispute.,"revere,honor","despise,disrespect",GRE|IELTS,false,false
Vengeance,,noun,"A person, thing, or quality related to: Revenge.","In the ""Revenge"" word cluster, vengeance helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Veracity,,noun,"A person, thing, or quality related to: Falsehood.","She underlined veracity while reviewing the ""Falsehood"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Verbose,/vɜːˈbəʊs/,adjective,Using more words than needed.,"Critics called the proposal verbose, noting that it was using more words than needed.","wordy,prolix","concise,brief",GRE,true,false
Verisimilar,,word,A vocabulary term from the group: Could be true.,"She underlined verisimilar while reviewing the ""Could be true"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Veritable,,adjective,Intended to mislead or deceive.,"In the ""Fake / deceptive"" word cluster, veritable helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Versatile,,word,A vocabulary term from the group: Variety / varied.,"She underlined versatile while reviewing the ""Variety / varied"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Vestige,,word,A vocabulary term from the group: Left-over.,"She underlined vestige while reviewing the ""Left-over"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Veteran,,word,A vocabulary term from the group: Experienced.,"She underlined veteran while reviewing the ""Experienced"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Veto,,word,A vocabulary term from the group: Agreement / harmony.,"In the ""Agreement / harmony"" word cluster, veto helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Vex,,word,"Full of anger, rage, or irritation.",Her vex reply showed she would not accept the excuse.,,,GRE|GMAT|IELTS,false,false
Viable,/ˈvaɪ.ə.bəl/,adjective,Capable of working successfully.,The situation seemed viable to anyone who read the full report.,"feasible,workable","impossible,unworkable",GRE|GMAT,true,false
Vicarious,/vɪˈkeə.ri.əs/,adjective,Experienced through another person.,"In context, the word vicarious means experienced through another person.","indirect,secondhand","direct,personal",GRE,true,false
Vicious,,adjective,Describing something related to: Bitter feelings / ill-will.,"In the ""Bitter feelings / ill-will"" word cluster, vicious helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Vigilant,,adjective,Describing something related to: Alert.,"In the ""Alert"" word cluster, vigilant helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Vigorous,,adjective,"Having great strength, power, or force.","In the ""Physically strong"" word cluster, vigorous helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Vile,,word,A vocabulary term from the group: Horrifying / shocking.,"In the ""Horrifying / shocking"" word cluster, vile helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Vilify,/ˈvɪl.ɪ.faɪ/,verb,Speak or write about in an abusively disparaging manner.,The team hoped the policy would vilify the problem over time.,"defame,malign","praise,extol",GRE,true,false
Vindicate,/ˈvɪn.dɪ.keɪt/,verb,Clear of blame or suspicion.,The team hoped the policy would vindicate the problem over time.,"exonerate,absolve","blame,condemn",GRE,true,false
Vindictive,,adjective,Describing something related to: Revenge.,"She underlined vindictive while reviewing the ""Revenge"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Virtuoso,/ˌvɜː.tʃuˈəʊ.səʊ/,noun,A person highly skilled in music or art.,The virtuoso in the story refused to follow the crowd without question.,"expert,master","amateur,novice",GRE,true,false
Virulent,,adjective,Describing something related to: Bitter feelings / ill-will.,"She underlined virulent while reviewing the ""Bitter feelings / ill-will"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Vituperative,,adjective,Expressing criticism or strong disapproval.,Opponents vituperative the plan as costly and poorly timed.,,,GRE|GMAT|IELTS,false,false
Vivacious,,adjective,Describing something related to: Enthusiastic / excited.,"She underlined vivacious while reviewing the ""Enthusiastic / excited"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Vocal,,adjective,"Honest, truthful, and straightforward.",The witness gave a vocal account of what happened that night.,,,GRE|GMAT|IELTS,false,false
Vociferous,,adjective,Describing something related to: Overly noisy (−).,"She underlined vociferous while reviewing the ""Overly noisy (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Void,,word,A vocabulary term from the group: Cancel / take back.,"In the ""Cancel / take back"" word cluster, void helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Volatile,/ˈvɒl.ə.taɪl/,adjective,Liable to change rapidly.,"Critics called the proposal volatile, noting that it was liable to change rapidly.","unstable,erratic","stable,steady",GRE|GMAT,true,false
Voluble,,word,A vocabulary term from the group: Talkative / lots of words · –.,"He tends to voluble when nervous, filling every pause in conversation.",,,GRE|GMAT|IELTS,false,false
Voluminous,,adjective,Describing something related to: Huge / big.,"She underlined voluminous while reviewing the ""Huge / big"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Voracious,/vəˈreɪ.ʃəs/,adjective,Wanting great quantities.,"In context, the word voracious means wanting great quantities.","insatiable,ravenous","moderate,satisfied",GRE,true,false
Vulgar,,word,A vocabulary term from the group: Offensive / lusty.,"She underlined vulgar while reviewing the ""Offensive / lusty"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Vulnerable,,adjective,Describing something related to: Easily affected (−).,"In the ""Easily affected (−)"" word cluster, vulnerable helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Wane,,word,Reduced in intensity or amount.,The medicine did little to wane her anxiety before the exam.,,,GRE|GMAT|IELTS,false,false
Wanting,,word,A vocabulary term from the group: Shortage / lacking.,"In the ""Shortage / lacking"" word cluster, wanting helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Wary,/ˈweə.ri/,adjective,Feeling caution about dangers.,"In context, the word wary means feeling caution about dangers.","cautious,careful","careless,reckless",GRE|IELTS,true,false
Waver,,word,A vocabulary term from the group: Fickle / fluctuating.,"She underlined waver while reviewing the ""Fickle / fluctuating"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Wax,,word,"Greater in size, amount, or intensity.",Scholars watched the debate wax into new areas of policy.,,,GRE|GMAT|IELTS,false,false
